+---------------------------------------------+----------+----------------------------------+-------------------------------------------------+-----+
| Registry name                               | Meta/dmg | Display name                     | Ore Dict Keys                                   | NBT |
| minecraft:stained_glass                     |        1 | Orange Stained Glass             | blockGlass,blockGlassOrange                     |     |
| minecraft:stained_glass                     |        2 | Magenta Stained Glass            | blockGlass,blockGlassMagenta                    |     |
| minecraft:stained_glass                     |        3 | Light Blue Stained Glass         | blockGlass,blockGlassLightBlue                  |     |
| minecraft:stained_glass                     |        4 | Yellow Stained Glass             | blockGlass,blockGlassYellow                     |     |
| minecraft:stained_glass                     |        5 | Lime Stained Glass               | blockGlass,blockGlassLime                       |     |
| minecraft:stained_glass                     |        6 | Pink Stained Glass               | blockGlass,blockGlassPink                       |     |
| minecraft:stained_glass                     |        7 | Gray Stained Glass               | blockGlass,blockGlassGray                       |     |
| minecraft:stained_glass                     |        8 | Light Gray Stained Glass         | blockGlass,blockGlassLightGray                  |     |
| minecraft:stained_glass                     |        9 | Cyan Stained Glass               | blockGlass,blockGlassCyan                       |     |
| minecraft:stained_glass                     |       10 | Purple Stained Glass             | blockGlass,blockGlassPurple                     |     |
| minecraft:stained_glass                     |       11 | Blue Stained Glass               | blockGlass,blockGlassBlue                       |     |
| minecraft:stained_glass                     |       12 | Brown Stained Glass              | blockGlass,blockGlassBrown                      |     |
| minecraft:stained_glass                     |       13 | Green Stained Glass              | blockGlass,blockGlassGreen                      |     |
| minecraft:stained_glass                     |       14 | Red Stained Glass                | blockGlass,blockGlassRed                        |     |
| minecraft:stained_glass                     |       15 | Black Stained Glass              | blockGlass,blockGlassBlack                      |     |
| minecraft:stained_glass                     |    32767 | (WILDCARD)                       | blockGlass                                      |     |
| minecraft:stained_glass_pane                |        0 | White Stained Glass Pane         | paneGlass,paneGlassWhite                        |     |
| minecraft:stained_glass_pane                |        1 | Orange Stained Glass Pane        | paneGlass,paneGlassOrange                       |     |
| minecraft:stained_glass_pane                |        2 | Magenta Stained Glass Pane       | paneGlass,paneGlassMagenta                      |     |
| minecraft:stained_glass_pane                |        3 | Light Blue Stained Glass Pane    | paneGlass,paneGlassLightBlue                    |     |
| minecraft:stained_glass_pane                |        4 | Yellow Stained Glass Pane        | paneGlass,paneGlassYellow                       |     |
| minecraft:stained_glass_pane                |        5 | Lime Stained Glass Pane          | paneGlass,paneGlassLime                         |     |
| minecraft:stained_glass_pane                |        6 | Pink Stained Glass Pane          | paneGlass,paneGlassPink                         |     |
| minecraft:stained_glass_pane                |        7 | Gray Stained Glass Pane          | paneGlass,paneGlassGray                         |     |
| minecraft:stained_glass_pane                |        8 | Light Gray Stained Glass Pane    | paneGlass,paneGlassLightGray                    |     |
| minecraft:stained_glass_pane                |        9 | Cyan Stained Glass Pane          | paneGlass,paneGlassCyan                         |     |
| minecraft:stained_glass_pane                |       10 | Purple Stained Glass Pane        | paneGlass,paneGlassPurple                       |     |
| minecraft:stained_glass_pane                |       11 | Blue Stained Glass Pane          | paneGlass,paneGlassBlue                         |     |
| minecraft:stained_glass_pane                |       12 | Brown Stained Glass Pane         | paneGlass,paneGlassBrown                        |     |
| minecraft:stained_glass_pane                |       13 | Green Stained Glass Pane         | paneGlass,paneGlassGreen                        |     |
| minecraft:stained_glass_pane                |       14 | Red Stained Glass Pane           | paneGlass,paneGlassRed                          |     |
| minecraft:stained_glass_pane                |       15 | Black Stained Glass Pane         | paneGlass,paneGlassBlack                        |     |
| minecraft:stained_glass_pane                |    32767 | (WILDCARD)                       | paneGlass                                       |     |
| minecraft:stick                             |        0 | Stick                            | stickWood                                       |     |
| minecraft:stone                             |        0 | Stone                            | stone                                           |     |
| minecraft:stone                             |        1 | Granite                          | stoneGranite                                    |     |
| minecraft:stone                             |        2 | Polished Granite                 | stoneGranitePolished                            |     |
| minecraft:stone                             |        3 | Diorite                          | stoneDiorite                                    |     |
| minecraft:stone                             |        4 | Polished Diorite                 | stoneDioritePolished                            |     |
| minecraft:stone                             |        5 | Andesite                         | stoneAndesite                                   |     |
| minecraft:stone                             |        6 | Polished Andesite                | stoneAndesitePolished                           |     |
| minecraft:stone_slab                        |        3 | Cobblestone Slab                 | slabCobblestone                                 |     |
| minecraft:stonebrick                        |        0 | Stone Bricks                     | bricksStone                                     |     |
| minecraft:stonebrick                        |        1 | Mossy Stone Bricks               | blockMossy                                      |     |
| minecraft:string                            |        0 | String                           | string                                          |     |
| minecraft:tipped_arrow                      |        0 | Uncraftable Tipped Arrow         | arrow                                           |     |
| minecraft:torch                             |        0 | Torch                            | torch                                           |     |
| minecraft:trapdoor                          |        0 | Wooden Trapdoor                  | trapdoorWood                                    |     |
| minecraft:trapdoor                          |    32767 | (WILDCARD)                       | trapdoorWood                                    |     |
| minecraft:trapped_chest                     |        0 | Trapped Chest                    | chest,chestTrapped,chestWood                    |     |
| minecraft:vine                              |        0 | Vines                            | vine                                            |     |
| minecraft:vine                              |    32767 | (WILDCARD)                       | vine                                            |     |
| minecraft:wheat                             |        0 | Wheat                            | cropWheat                                       |     |
| minecraft:wheat_seeds                       |        0 | Seeds                            | seed                                            |     |
| minecraft:white_shulker_box                 |        0 | White Shulker Box                | chest,shulkerBox                                |     |
| minecraft:wooden_door                       |        0 | Oak Door                         | doorWood                                        |     |
| minecraft:wooden_slab                       |    32767 | (WILDCARD)                       | slabWood                                        |     |
| minecraft:wool                              |        0 | White Wool                       | blockWool,blockWoolWhite,wool,woolWhite         |     |
| minecraft:wool                              |        1 | Orange Wool                      | blockWool,blockWoolOrange,wool,woolOrange       |     |
| minecraft:wool                              |        2 | Magenta Wool                     | blockWool,blockWoolMagenta,wool,woolMagenta     |     |
| minecraft:wool                              |        3 | Light Blue Wool                  | blockWool,blockWoolLightBlue,wool,woolLightBlue |     |
| minecraft:wool                              |        4 | Yellow Wool                      | blockWool,blockWoolYellow,wool,woolYellow       |     |
| minecraft:wool                              |        5 | Lime Wool                        | blockWool,blockWoolLime,wool,woolLime           |     |
| minecraft:wool                              |        6 | Pink Wool                        | blockWool,blockWoolPink,wool,woolPink           |     |
| minecraft:wool                              |        7 | Gray Wool                        | blockWool,blockWoolGray,wool,woolGray           |     |
| minecraft:wool                              |        8 | Light Gray Wool                  | blockWool,blockWoolLightGray,wool,woolLightGray |     |
| minecraft:wool                              |        9 | Cyan Wool                        | blockWool,blockWoolCyan,wool,woolCyan           |     |
| minecraft:wool                              |       10 | Purple Wool                      | blockWool,blockWoolPurple,wool,woolPurple       |     |
| minecraft:wool                              |       11 | Blue Wool                        | blockWool,blockWoolBlue,wool,woolBlue           |     |
| minecraft:wool                              |       12 | Brown Wool                       | blockWool,blockWoolBrown,wool,woolBrown         |     |
| minecraft:wool                              |       13 | Green Wool                       | blockWool,blockWoolGreen,wool,woolGreen         |     |
| minecraft:wool                              |       14 | Red Wool                         | blockWool,blockWoolRed,wool,woolRed             |     |
| minecraft:wool                              |       15 | Black Wool                       | blockWool,blockWoolBlack,wool,woolBlack         |     |
| minecraft:wool                              |    32767 | (WILDCARD)                       | blockWool,wool                                  |     |
| minecraft:yellow_flower                     |    32767 | (WILDCARD)                       | flower                                          |     |
| minecraft:yellow_shulker_box                |        0 | Yellow Shulker Box               | chest,shulkerBox                                |     |
| mysticalagradditions:dragon_egg_essence     |        0 | Dragon Egg Essence               | essenceTier6                                    |     |
| mysticalagradditions:dragon_egg_seeds       |        0 | Dragon Egg Seeds                 | seedsTier6                                      |     |
| mysticalagradditions:insanium               |        0 | §5Insanium Essence               | essenceInsanium                                 |     |
| mysticalagradditions:insanium               |        2 | §5Insanium Ingot                 | ingotInsanium                                   |     |
| mysticalagradditions:insanium               |        3 | §5Insanium Nugget                | nuggetInsanium                                  |     |
| mysticalagradditions:nether_star_essence    |        0 | Nether Star Essence              | essenceTier6                                    |     |
| mysticalagradditions:nether_star_seeds      |        0 | Nether Star Seeds                | seedsTier6                                      |     |
| mysticalagradditions:neutronium_essence     |        0 | Neutronium Essence               | essenceTier6                                    |     |
| mysticalagradditions:neutronium_seeds       |        0 | Neutronium Seeds                 | seedsTier6                                      |     |
| mysticalagradditions:storage                |        0 | §5Block of Insanium Essence      | blockInsaniumEssence                            |     |
| mysticalagradditions:storage                |        1 | §5Block of Insanium              | blockInsanium                                   |     |
| mysticalagradditions:storage                |        2 | §5Block of Insanium Coal         | blockInsaniumCoal                               |     |
| mysticalagriculture:aluminum_brass_essence  |        0 | Aluminum Brass Essence           | essenceTier2                                    |     |
| mysticalagriculture:aluminum_brass_seeds    |        0 | Aluminum Brass Seeds             | seedsTier2                                      |     |
| mysticalagriculture:amber_essence           |        0 | Amber Essence                    | essenceTier4                                    |     |
| mysticalagriculture:amber_seeds             |        0 | Amber Seeds                      | seedsTier4                                      |     |
| mysticalagriculture:aquamarine_essence      |        0 | Aquamarine Essence               | essenceTier3                                    |     |
| mysticalagriculture:aquamarine_seeds        |        0 | Aquamarine Seeds                 | seedsTier3                                      |     |
| mysticalagriculture:ardite_essence          |        0 | Ardite Essence                   | essenceTier3                                    |     |
| mysticalagriculture:ardite_seeds            |        0 | Ardite Seeds                     | seedsTier3                                      |     |
| mysticalagriculture:basalt_essence          |        0 | Basalt Essence                   | essenceTier2                                    |     |
| mysticalagriculture:basalt_seeds            |        0 | Basalt Seeds                     | seedsTier2                                      |     |
| mysticalagriculture:blaze_essence           |        0 | Blaze Essence                    | essenceTier4                                    |     |
| mysticalagriculture:blaze_seeds             |        0 | Blaze Seeds                      | seedsTier4                                      |     |
| mysticalagriculture:brass_essence           |        0 | Brass Essence                    | essenceTier3                                    |     |
| mysticalagriculture:brass_seeds             |        0 | Brass Seeds                      | seedsTier3                                      |     |
| mysticalagriculture:chicken_essence         |        0 | Chicken Essence                  | essenceTier2                                    |     |
| mysticalagriculture:chicken_seeds           |        0 | Chicken Seeds                    | seedsTier2                                      |     |
| mysticalagriculture:coal                    |        0 | §eInferium Coal                  | coalInferium                                    |     |
| mysticalagriculture:coal                    |        1 | §aPrudentium Coal                | coalPrudentium                                  |     |
| mysticalagriculture:coal                    |        2 | §6Intermedium Coal               | coalIntermedium                                 |     |
| mysticalagriculture:coal                    |        3 | §bSuperium Coal                  | coalSuperium                                    |     |
| mysticalagriculture:coal                    |        4 | §cSupremium Coal                 | coalSupremium                                   |     |
| mysticalagriculture:coal_block              |        0 | §eBlock of Inferium Coal         | blockInferiumCoal                               |     |
| mysticalagriculture:coal_block              |        1 | §aBlock of Prudentium Coal       | blockPrudentiumCoal                             |     |
| mysticalagriculture:coal_block              |        2 | §6Block of Intermedium Coal      | blockIntermediumCoal                            |     |
| mysticalagriculture:coal_block              |        3 | §bBlock of Superium Coal         | blockSuperiumCoal                               |     |
| mysticalagriculture:coal_block              |        4 | §cBlock of Supremium Coal        | blockSupremiumCoal                              |     |
| mysticalagriculture:coal_essence            |        0 | Coal Essence                     | essenceTier2                                    |     |
| mysticalagriculture:coal_seeds              |        0 | Coal Seeds                       | seedsTier2                                      |     |
| mysticalagriculture:cobalt_essence          |        0 | Cobalt Essence                   | essenceTier4                                    |     |
| mysticalagriculture:cobalt_seeds            |        0 | Cobalt Seeds                     | seedsTier4                                      |     |
| mysticalagriculture:copper_essence          |        0 | Copper Essence                   | essenceTier2                                    |     |
| mysticalagriculture:copper_seeds            |        0 | Copper Seeds                     | seedsTier2                                      |     |
| mysticalagriculture:cow_essence             |        0 | Cow Essence                      | essenceTier2                                    |     |
| mysticalagriculture:cow_seeds               |        0 | Cow Seeds                        | seedsTier2                                      |     |
| mysticalagriculture:crafting                |        0 | §eInferium Essence               | essenceInferium                                 |     |
| mysticalagriculture:crafting                |        1 | §aPrudentium Essence             | essencePrudentium                               |     |
| mysticalagriculture:crafting                |        2 | §6Intermedium Essence            | essenceIntermedium                              |     |
| mysticalagriculture:crafting                |        3 | §bSuperium Essence               | essenceSuperium                                 |     |
| mysticalagriculture:crafting                |        4 | §cSupremium Essence              | essenceSupremium                                |     |
| mysticalagriculture:crafting                |        5 | Prosperity Shard                 | shardProsperity                                 |     |
| mysticalagriculture:crafting                |       32 | Base Essence Ingot               | ingotBaseEssence                                |     |
| mysticalagriculture:crafting                |       33 | §eInferium Ingot                 | ingotInferium                                   |     |
| mysticalagriculture:crafting                |       34 | §aPrudentium Ingot               | ingotPrudentium                                 |     |
| mysticalagriculture:crafting                |       35 | §6Intermedium Ingot              | ingotIntermedium                                |     |
| mysticalagriculture:crafting                |       36 | §bSuperium Ingot                 | ingotSuperium                                   |     |
| mysticalagriculture:crafting                |       37 | §cSupremium Ingot                | ingotSupremium                                  |     |
| mysticalagriculture:crafting                |       38 | §dSoulium Ingot                  | ingotSoulium                                    |     |
| mysticalagriculture:crafting                |       39 | Base Essence Nugget              | nuggetBaseEssence                               |     |
| mysticalagriculture:crafting                |       40 | §eInferium Nugget                | nuggetInferium                                  |     |
| mysticalagriculture:crafting                |       41 | §aPrudentium Nugget              | nuggetPrudentium                                |     |
| mysticalagriculture:crafting                |       42 | §6Intermedium Nugget             | nuggetIntermedium                               |     |
| mysticalagriculture:crafting                |       43 | §bSuperium Nugget                | nuggetSuperium                                  |     |
| mysticalagriculture:crafting                |       44 | §cSupremium Nugget               | nuggetSupremium                                 |     |
| mysticalagriculture:crafting                |       45 | §dSoulium Nugget                 | nuggetSoulium                                   |     |
| mysticalagriculture:creeper_essence         |        0 | Creeper Essence                  | essenceTier3                                    |     |
| mysticalagriculture:creeper_seeds           |        0 | Creeper Seeds                    | seedsTier3                                      |     |
| mysticalagriculture:diamond_essence         |        0 | Diamond Essence                  | essenceTier5                                    |     |
| mysticalagriculture:diamond_seeds           |        0 | Diamond Seeds                    | seedsTier5                                      |     |
| mysticalagriculture:dirt_essence            |        0 | Dirt Essence                     | essenceTier1                                    |     |
| mysticalagriculture:dirt_seeds              |        0 | Dirt Seeds                       | seedsTier1                                      |     |
| mysticalagriculture:dye_essence             |        0 | Dye Essence                      | essenceTier2                                    |     |
| mysticalagriculture:dye_seeds               |        0 | Dye Seeds                        | seedsTier2                                      |     |
| mysticalagriculture:elementium_essence      |        0 | Elementium Essence               | essenceTier4                                    |     |
| mysticalagriculture:elementium_seeds        |        0 | Elementium Seeds                 | seedsTier4                                      |     |
| mysticalagriculture:emerald_essence         |        0 | Emerald Essence                  | essenceTier5                                    |     |
| mysticalagriculture:emerald_seeds           |        0 | Emerald Seeds                    | seedsTier5                                      |     |
| mysticalagriculture:end_essence             |        0 | End Essence                      | essenceTier4                                    |     |
| mysticalagriculture:end_inferium_ore        |        0 | §eEnd Inferium Ore               | oreEndInferium                                  |     |
| mysticalagriculture:end_prosperity_ore      |        0 | End Prosperity Ore               | oreEndProsperity                                |     |
| mysticalagriculture:end_seeds               |        0 | End Seeds                        | seedsTier4                                      |     |
| mysticalagriculture:enderman_essence        |        0 | Enderman Essence                 | essenceTier4                                    |     |
| mysticalagriculture:enderman_seeds          |        0 | Enderman Seeds                   | seedsTier4                                      |     |
| mysticalagriculture:experience_essence      |        0 | Experience Essence               | essenceTier4                                    |     |
| mysticalagriculture:experience_seeds        |        0 | Experience Seeds                 | seedsTier4                                      |     |
| mysticalagriculture:fiery_ingot_essence     |        0 | Fiery Ingot Essence              | essenceTier4                                    |     |
| mysticalagriculture:fiery_ingot_seeds       |        0 | Fiery Ingot Seeds                | seedsTier4                                      |     |
| mysticalagriculture:fire_essence            |        0 | Fire Essence                     | essenceTier2                                    |     |
| mysticalagriculture:fire_seeds              |        0 | Fire Seeds                       | seedsTier2                                      |     |
| mysticalagriculture:ghast_essence           |        0 | Ghast Essence                    | essenceTier4                                    |     |
| mysticalagriculture:ghast_seeds             |        0 | Ghast Seeds                      | seedsTier4                                      |     |
| mysticalagriculture:glowstone_essence       |        0 | Glowstone Essence                | essenceTier3                                    |     |
| mysticalagriculture:glowstone_seeds         |        0 | Glowstone Seeds                  | seedsTier3                                      |     |
| mysticalagriculture:gold_essence            |        0 | Gold Essence                     | essenceTier4                                    |     |
| mysticalagriculture:gold_seeds              |        0 | Gold Seeds                       | seedsTier4                                      |     |
| mysticalagriculture:guardian_essence        |        0 | Guardian Essence                 | essenceTier3                                    |     |
| mysticalagriculture:guardian_seeds          |        0 | Guardian Seeds                   | seedsTier3                                      |     |
| mysticalagriculture:ice_essence             |        0 | Ice Essence                      | essenceTier1                                    |     |
| mysticalagriculture:ice_seeds               |        0 | Ice Seeds                        | seedsTier1                                      |     |
| mysticalagriculture:inferium_ore            |        0 | §eInferium Ore                   | oreInferium                                     |     |
| mysticalagriculture:ingot_storage           |        0 | Block of Base Essence            | blockBaseEssence                                |     |
| mysticalagriculture:ingot_storage           |        1 | §eBlock of Inferium              | blockInferium                                   |     |
| mysticalagriculture:ingot_storage           |        2 | §aBlock of Prudentium            | blockPrudentium                                 |     |
| mysticalagriculture:ingot_storage           |        3 | §6Block of Intermedium           | blockIntermedium                                |     |
| mysticalagriculture:ingot_storage           |        4 | §bBlock of Superium              | blockSuperium                                   |     |
| mysticalagriculture:ingot_storage           |        5 | §cBlock of Supremium             | blockSupremium                                  |     |
| mysticalagriculture:ingot_storage           |        6 | §dBlock of Soulium               | blockSoulium                                    |     |
| mysticalagriculture:iron_essence            |        0 | Iron Essence                     | essenceTier3                                    |     |
| mysticalagriculture:iron_seeds              |        0 | Iron Seeds                       | seedsTier3                                      |     |
| mysticalagriculture:ironwood_essence        |        0 | Ironwood Essence                 | essenceTier3                                    |     |
| mysticalagriculture:ironwood_seeds          |        0 | Ironwood Seeds                   | seedsTier3                                      |     |
| mysticalagriculture:knightmetal_essence     |        0 | Knightmetal Essence              | essenceTier4                                    |     |
| mysticalagriculture:knightmetal_seeds       |        0 | Knightmetal Seeds                | seedsTier4                                      |     |
| mysticalagriculture:knightslime_essence     |        0 | Knightslime Essence              | essenceTier3                                    |     |
| mysticalagriculture:knightslime_seeds       |        0 | Knightslime Seeds                | seedsTier3                                      |     |
| mysticalagriculture:lapis_lazuli_essence    |        0 | Lapis Lazuli Essence             | essenceTier4                                    |     |
| mysticalagriculture:lapis_lazuli_seeds      |        0 | Lapis Lazuli Seeds               | seedsTier4                                      |     |
| mysticalagriculture:limestone_essence       |        0 | Limestone Essence                | essenceTier2                                    |     |
| mysticalagriculture:limestone_seeds         |        0 | Limestone Seeds                  | seedsTier2                                      |     |
| mysticalagriculture:manasteel_essence       |        0 | Manasteel Essence                | essenceTier3                                    |     |
| mysticalagriculture:manasteel_seeds         |        0 | Manasteel Seeds                  | seedsTier3                                      |     |
| mysticalagriculture:manyullyn_essence       |        0 | Manyullyn Essence                | essenceTier5                                    |     |
| mysticalagriculture:manyullyn_seeds         |        0 | Manyullyn Seeds                  | seedsTier5                                      |     |
| mysticalagriculture:marble_essence          |        0 | Marble Essence                   | essenceTier2                                    |     |
| mysticalagriculture:marble_seeds            |        0 | Marble Seeds                     | seedsTier2                                      |     |
| mysticalagriculture:mystical_flower_essence |        0 | Mystical Flower Essence          | essenceTier2                                    |     |
| mysticalagriculture:mystical_flower_seeds   |        0 | Mystical Flower Seeds            | seedsTier2                                      |     |
| mysticalagriculture:nature_essence          |        0 | Nature Essence                   | essenceTier1                                    |     |
| mysticalagriculture:nature_seeds            |        0 | Nature Seeds                     | seedsTier1                                      |     |
| mysticalagriculture:nether_essence          |        0 | Nether Essence                   | essenceTier2                                    |     |
| mysticalagriculture:nether_inferium_ore     |        0 | §eNether Inferium Ore            | oreNetherInferium                               |     |
| mysticalagriculture:nether_prosperity_ore   |        0 | Nether Prosperity Ore            | oreNetherProsperity                             |     |
| mysticalagriculture:nether_quartz_essence   |        0 | Nether Quartz Essence            | essenceTier3                                    |     |
| mysticalagriculture:nether_quartz_seeds     |        0 | Nether Quartz Seeds              | seedsTier3                                      |     |
| mysticalagriculture:nether_seeds            |        0 | Nether Seeds                     | seedsTier2                                      |     |
| mysticalagriculture:obsidian_essence        |        0 | Obsidian Essence                 | essenceTier3                                    |     |
| mysticalagriculture:obsidian_seeds          |        0 | Obsidian Seeds                   | seedsTier3                                      |     |
| mysticalagriculture:peridot_essence         |        0 | Peridot Essence                  | essenceTier4                                    |     |
| mysticalagriculture:peridot_seeds           |        0 | Peridot Seeds                    | seedsTier4                                      |     |
| mysticalagriculture:pig_essence             |        0 | Pig Essence                      | essenceTier2                                    |     |
| mysticalagriculture:pig_seeds               |        0 | Pig Seeds                        | seedsTier2                                      |     |
| mysticalagriculture:prosperity_ore          |        0 | Prosperity Ore                   | oreProsperity                                   |     |
| mysticalagriculture:quicksilver_essence     |        0 | Quicksilver Essence              | essenceTier3                                    |     |
| mysticalagriculture:quicksilver_seeds       |        0 | Quicksilver Seeds                | seedsTier3                                      |     |
| mysticalagriculture:rabbit_essence          |        0 | Rabbit Essence                   | essenceTier3                                    |     |
| mysticalagriculture:rabbit_seeds            |        0 | Rabbit Seeds                     | seedsTier3                                      |     |
| mysticalagriculture:redstone_essence        |        0 | Redstone Essence                 | essenceTier3                                    |     |
| mysticalagriculture:redstone_seeds          |        0 | Redstone Seeds                   | seedsTier3                                      |     |
| mysticalagriculture:rock_crystal_essence    |        0 | Rock Crystal Essence             | essenceTier5                                    |     |
| mysticalagriculture:rock_crystal_seeds      |        0 | Rock Crystal Seeds               | seedsTier5                                      |     |
| mysticalagriculture:ruby_essence            |        0 | Ruby Essence                     | essenceTier4                                    |     |
| mysticalagriculture:ruby_seeds              |        0 | Ruby Seeds                       | seedsTier4                                      |     |
| mysticalagriculture:sapphire_essence        |        0 | Sapphire Essence                 | essenceTier4                                    |     |
| mysticalagriculture:sapphire_seeds          |        0 | Sapphire Seeds                   | seedsTier4                                      |     |
| mysticalagriculture:sheep_essence           |        0 | Sheep Essence                    | essenceTier2                                    |     |
| mysticalagriculture:sheep_seeds             |        0 | Sheep Seeds                      | seedsTier2                                      |     |
| mysticalagriculture:silver_essence          |        0 | Silver Essence                   | essenceTier3                                    |     |
| mysticalagriculture:silver_seeds            |        0 | Silver Seeds                     | seedsTier3                                      |     |
| mysticalagriculture:skeleton_essence        |        0 | Skeleton Essence                 | essenceTier3                                    |     |
| mysticalagriculture:skeleton_seeds          |        0 | Skeleton Seeds                   | seedsTier3                                      |     |
| mysticalagriculture:slime_essence           |        0 | Slime Essence                    | essenceTier2                                    |     |
| mysticalagriculture:slime_seeds             |        0 | Slime Seeds                      | seedsTier2                                      |     |
| mysticalagriculture:spider_essence          |        0 | Spider Essence                   | essenceTier3                                    |     |
| mysticalagriculture:spider_seeds            |        0 | Spider Seeds                     | seedsTier3                                      |     |
| mysticalagriculture:starmetal_essence       |        0 | Starmetal Essence                | essenceTier5                                    |     |
| mysticalagriculture:starmetal_seeds         |        0 | Starmetal Seeds                  | seedsTier5                                      |     |
| mysticalagriculture:steeleaf_essence        |        0 | Steeleaf Essence                 | essenceTier3                                    |     |
| mysticalagriculture:steeleaf_seeds          |        0 | Steeleaf Seeds                   | seedsTier3                                      |     |
| mysticalagriculture:stone_essence           |        0 | Stone Essence                    | essenceTier1                                    |     |
| mysticalagriculture:stone_seeds             |        0 | Stone Seeds                      | seedsTier1                                      |     |
| mysticalagriculture:storage                 |        0 | §eBlock of Inferium Essence      | blockInferiumEssence                            |     |
| mysticalagriculture:storage                 |        1 | §aBlock of Prudentium Essence    | blockPrudentiumEssence                          |     |
| mysticalagriculture:storage                 |        2 | §6Block of Intermedium Essence   | blockIntermediumEssence                         |     |
| mysticalagriculture:storage                 |        3 | §bBlock of Superium Essence      | blockSuperiumEssence                            |     |
| mysticalagriculture:storage                 |        4 | §cBlock of Supremium Essence     | blockSupremiumEssence                           |     |
| mysticalagriculture:storage                 |        5 | Block of Prosperity              | blockProsperity                                 |     |
| mysticalagriculture:terrasteel_essence      |        0 | Terrasteel Essence               | essenceTier5                                    |     |
| mysticalagriculture:terrasteel_seeds        |        0 | Terrasteel Seeds                 | seedsTier5                                      |     |
| mysticalagriculture:thaumium_essence        |        0 | Thaumium Essence                 | essenceTier3                                    |     |
| mysticalagriculture:thaumium_seeds          |        0 | Thaumium Seeds                   | seedsTier3                                      |     |
| mysticalagriculture:tin_essence             |        0 | Tin Essence                      | essenceTier3                                    |     |
| mysticalagriculture:tin_seeds               |        0 | Tin Seeds                        | seedsTier3                                      |     |
| mysticalagriculture:void_metal_essence      |        0 | Void Metal Essence               | essenceTier4                                    |     |
| mysticalagriculture:void_metal_seeds        |        0 | Void Metal Seeds                 | seedsTier4                                      |     |
| mysticalagriculture:water_essence           |        0 | Water Essence                    | essenceTier1                                    |     |
| mysticalagriculture:water_seeds             |        0 | Water Seeds                      | seedsTier1                                      |     |
| mysticalagriculture:watering_can            |        0 | §eInferium Watering Can          | itemWateringCan                                 |     |
| mysticalagriculture:wither_skeleton_essence |        0 | Wither Skeleton Essence          | essenceTier5                                    |     |
| mysticalagriculture:wither_skeleton_seeds   |        0 | Wither Skeleton Seeds            | seedsTier5                                      |     |
| mysticalagriculture:wood_essence            |        0 | Wood Essence                     | essenceTier1                                    |     |
| mysticalagriculture:wood_seeds              |        0 | Wood Seeds                       | seedsTier1                                      |     |
| mysticalagriculture:zombie_essence          |        0 | Zombie Essence                   | essenceTier1                                    |     |
| mysticalagriculture:zombie_seeds            |        0 | Zombie Seeds                     | seedsTier1                                      |     |
| projectred-core:resource_item               |      100 | Copper Ingot                     | ingotCopper                                     |     |
| projectred-core:resource_item               |      101 | Tin Ingot                        | ingotTin                                        |     |
| projectred-core:resource_item               |      102 | Silver Ingot                     | ingotSilver                                     |     |
| projectred-core:resource_item               |      103 | Red Alloy Ingot                  | ingotRedAlloy                                   |     |
| projectred-core:resource_item               |      104 | Electrotine Alloy Ingot          | ingotElectrotineAlloy                           |     |
| projectred-core:resource_item               |      105 | Electrotine                      | dustElectrotine                                 |     |
| projectred-core:resource_item               |      200 | Ruby                             | gemRuby                                         |     |
| projectred-core:resource_item               |      201 | Sapphire                         | gemSapphire                                     |     |
| projectred-core:resource_item               |      202 | Peridot                          | gemPeridot                                      |     |
| projectred-core:resource_item               |      500 | White Illumar                    | projredIllumar                                  |     |
| projectred-core:resource_item               |      501 | Orange Illumar                   | projredIllumar                                  |     |
| projectred-core:resource_item               |      502 | Magenta Illumar                  | projredIllumar                                  |     |
| projectred-core:resource_item               |      503 | Light Blue Illumar               | projredIllumar                                  |     |
| projectred-core:resource_item               |      504 | Yellow Illumar                   | projredIllumar                                  |     |
| projectred-core:resource_item               |      505 | Lime Illumar                     | projredIllumar                                  |     |
| projectred-core:resource_item               |      506 | Pink Illumar                     | projredIllumar                                  |     |
| projectred-core:resource_item               |      507 | Grey Illumar                     | projredIllumar                                  |     |
| projectred-core:resource_item               |      508 | Light Grey Illumar               | projredIllumar                                  |     |
| projectred-core:resource_item               |      509 | Cyan Illumar                     | projredIllumar                                  |     |
| projectred-core:resource_item               |      510 | Purple Illumar                   | projredIllumar                                  |     |
| projectred-core:resource_item               |      511 | Blue Illumar                     | projredIllumar                                  |     |
| projectred-core:resource_item               |      512 | Brown Illumar                    | projredIllumar                                  |     |
| projectred-core:resource_item               |      513 | Green Illumar                    | projredIllumar                                  |     |
| projectred-core:resource_item               |      514 | Red Illumar                      | projredIllumar                                  |     |
| projectred-core:resource_item               |      515 | Black Illumar                    | projredIllumar                                  |     |
| projectred-transmission:framed_wire         |        1 | Framed White Insulated Wire      | projredInsFramedWire                            |     |
| projectred-transmission:framed_wire         |        2 | Framed Orange Insulated Wire     | projredInsFramedWire                            |     |
| projectred-transmission:framed_wire         |        3 | Framed Magenta Insulated Wire    | projredInsFramedWire                            |     |
| projectred-transmission:framed_wire         |        4 | Framed Light Blue Insulated Wire | projredInsFramedWire                            |     |
| projectred-transmission:framed_wire         |        5 | Framed Yellow Insulated Wire     | projredInsFramedWire                            |     |
